"id","idade","genero","estado_civil","renda_familiar","frequencia_cinema","cenario","preco_pequena","preco_media","preco_grande","escolha","valor_gasto","satisfacao","recompra"
1280,"18-25","Masculino","Casado","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Média","Não"
1281,"36-45","Masculino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Alta","Não"
1282,"18-25","Masculino","Solteiro","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
1283,"18-25","Feminino","Casado","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Não"
1284,"18-25","Masculino","Solteiro","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1285,"18-25","Feminino","Solteiro","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Pequena",12,"Média","Não"
1286,"26-35","Masculino","Solteiro","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Média",16,"Alta","Sim"
1287,"26-35","Masculino","Solteiro","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
1288,"26-35","Feminino","Solteiro","2-5 SM","Raramente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Não"
1289,"18-25","Masculino","Outros","Acima 10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1290,"26-35","Feminino","Outros","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1291,"18-25","Feminino","Solteiro","Até 2 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Não"
1292,"18-25","Feminino","Outros","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1293,"18-25","Masculino","Solteiro","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
1294,"26-35","Feminino","Solteiro","2-5 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
1295,"36-45","Feminino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1296,"18-25","Masculino","Casado","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Alta","Não"
1297,"26-35","Feminino","Solteiro","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Média","Sim"
1298,"18-25","Feminino","Outros","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
1299,"26-35","Feminino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1300,"18-25","Feminino","Casado","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1301,"36-45","Feminino","Solteiro","2-5 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1302,"46+","Feminino","Solteiro","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Média","Sim"
1303,"26-35","Feminino","Casado","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Média","Não"
1304,"18-25","Masculino","Casado","Até 2 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Grande",18,"Alta","Não"
1305,"18-25","Feminino","Solteiro","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Baixa","Sim"
1306,"36-45","Feminino","Solteiro","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1307,"26-35","Feminino","Solteiro","2-5 SM","Raramente","Três_opcoes",12,16,18,"Média",16,"Baixa","Não"
1308,"36-45","Feminino","Casado","Até 2 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Grande",18,"Baixa","Não"
1309,"46+","Masculino","Casado","5-10 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Média","Não"
1310,"26-35","Feminino","Casado","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
1311,"18-25","Feminino","Outros","5-10 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1312,"26-35","Feminino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1313,"18-25","Masculino","Solteiro","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1314,"18-25","Feminino","Solteiro","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1315,"18-25","Masculino","Solteiro","5-10 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Grande",18,"Média","Sim"
1316,"18-25","Masculino","Solteiro","2-5 SM","Raramente","Duas_opcoes",12,16,18,"Grande",18,"Baixa","Não"
1317,"18-25","Feminino","Solteiro","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1318,"26-35","Feminino","Casado","2-5 SM","Raramente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1319,"36-45","Feminino","Outros","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1320,"26-35","Masculino","Outros","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Média","Sim"
1321,"18-25","Masculino","Casado","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Média","Sim"
1322,"18-25","Feminino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1323,"36-45","Masculino","Solteiro","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1324,"46+","Feminino","Outros","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Alta","Não"
1325,"26-35","Masculino","Solteiro","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1326,"36-45","Masculino","Solteiro","2-5 SM","Raramente","Três_opcoes",12,16,18,"Média",16,"Média","Sim"
1327,"36-45","Feminino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
1328,"36-45","Masculino","Casado","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1329,"46+","Feminino","Casado","Até 2 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Grande",18,"Média","Sim"
1330,"18-25","Masculino","Solteiro","5-10 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1331,"26-35","Masculino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
1332,"18-25","Masculino","Casado","2-5 SM","Raramente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1333,"36-45","Feminino","Solteiro","2-5 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1334,"46+","Feminino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
1335,"26-35","Masculino","Casado","5-10 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1336,"26-35","Feminino","Solteiro","2-5 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Não"
1337,"18-25","Feminino","Solteiro","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
1338,"18-25","Feminino","Solteiro","Até 2 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Grande",18,"Média","Sim"
1339,"26-35","Feminino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
1340,"26-35","Feminino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1341,"36-45","Masculino","Casado","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1342,"18-25","Feminino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
1343,"26-35","Feminino","Solteiro","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1344,"26-35","Masculino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Alta","Sim"
1345,"18-25","Feminino","Casado","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1346,"36-45","Masculino","Solteiro","2-5 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1347,"18-25","Masculino","Casado","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1348,"18-25","Masculino","Casado","2-5 SM","Raramente","Duas_opcoes",12,16,18,"Grande",18,"Média","Não"
1349,"26-35","Feminino","Casado","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1350,"26-35","Masculino","Solteiro","Acima 10 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
1351,"18-25","Feminino","Solteiro","Até 2 SM","Semanalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Não"
1352,"26-35","Feminino","Casado","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1353,"18-25","Feminino","Casado","2-5 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Grande",18,"Média","Não"
1354,"18-25","Feminino","Casado","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1355,"26-35","Masculino","Casado","2-5 SM","Raramente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Não"
1356,"18-25","Feminino","Outros","5-10 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1357,"18-25","Feminino","Casado","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
1358,"18-25","Feminino","Solteiro","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1359,"26-35","Masculino","Solteiro","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Média",16,"Baixa","Sim"
1360,"18-25","Masculino","Casado","2-5 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1361,"26-35","Masculino","Solteiro","Até 2 SM","Semanalmente","Três_opcoes",12,16,18,"Média",16,"Alta","Não"
1362,"36-45","Feminino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
1363,"18-25","Feminino","Solteiro","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
1364,"26-35","Feminino","Solteiro","5-10 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Grande",18,"Média","Sim"
1365,"36-45","Feminino","Solteiro","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Média",16,"Alta","Sim"
1366,"18-25","Masculino","Casado","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1367,"18-25","Feminino","Solteiro","Acima 10 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
1368,"18-25","Feminino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1369,"36-45","Masculino","Casado","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Média",16,"Média","Sim"
1370,"18-25","Feminino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1371,"18-25","Masculino","Outros","Até 2 SM","Raramente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1372,"26-35","Feminino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1373,"18-25","Feminino","Casado","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1374,"18-25","Feminino","Casado","Acima 10 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Não"
1375,"26-35","Masculino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
1376,"18-25","Feminino","Solteiro","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
1377,"18-25","Masculino","Casado","Acima 10 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1378,"18-25","Feminino","Casado","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1379,"18-25","Masculino","Casado","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Alta","Não"
1380,"46+","Masculino","Outros","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
1381,"18-25","Masculino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Baixa","Não"
1382,"36-45","Masculino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1383,"18-25","Masculino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1384,"18-25","Feminino","Outros","2-5 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1385,"26-35","Masculino","Casado","5-10 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Grande",18,"Média","Não"
1386,"18-25","Feminino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1387,"18-25","Masculino","Casado","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1388,"26-35","Masculino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Alta","Sim"
1389,"18-25","Masculino","Casado","Acima 10 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1390,"26-35","Masculino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1391,"18-25","Feminino","Outros","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Média","Sim"
1392,"36-45","Masculino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1393,"18-25","Masculino","Outros","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
1394,"26-35","Feminino","Outros","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
1395,"18-25","Masculino","Solteiro","5-10 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
1396,"26-35","Feminino","Solteiro","2-5 SM","Raramente","Três_opcoes",12,16,18,"Média",16,"Média","Sim"
1397,"18-25","Masculino","Casado","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1398,"18-25","Masculino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Alta","Não"
1399,"26-35","Feminino","Solteiro","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
1400,"18-25","Feminino","Casado","5-10 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Não"
1401,"26-35","Masculino","Solteiro","2-5 SM","Semanalmente","Três_opcoes",12,16,18,"Pequena",12,"Média","Não"
1402,"18-25","Masculino","Casado","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Média","Sim"
1403,"26-35","Feminino","Solteiro","2-5 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1404,"18-25","Feminino","Solteiro","5-10 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1405,"18-25","Feminino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1406,"18-25","Masculino","Solteiro","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Média",16,"Baixa","Não"
1407,"18-25","Masculino","Outros","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Média",16,"Média","Sim"
1408,"26-35","Masculino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Média","Sim"
1409,"18-25","Feminino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1410,"18-25","Feminino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1411,"18-25","Masculino","Casado","2-5 SM","Semanalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
1412,"18-25","Masculino","Solteiro","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Baixa","Não"
1413,"18-25","Masculino","Casado","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
1414,"18-25","Feminino","Outros","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Alta","Sim"
1415,"18-25","Masculino","Casado","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
1416,"26-35","Feminino","Casado","2-5 SM","Semanalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1417,"26-35","Feminino","Casado","Até 2 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Grande",18,"Média","Sim"
1418,"18-25","Masculino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
1419,"18-25","Feminino","Solteiro","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1420,"36-45","Masculino","Casado","Até 2 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1421,"18-25","Feminino","Solteiro","5-10 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1422,"26-35","Feminino","Casado","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1423,"46+","Feminino","Solteiro","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1424,"36-45","Feminino","Casado","5-10 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1425,"26-35","Masculino","Solteiro","Acima 10 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1426,"46+","Feminino","Solteiro","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1427,"18-25","Feminino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1428,"18-25","Masculino","Casado","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1429,"36-45","Masculino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Alta","Sim"
1430,"36-45","Masculino","Casado","2-5 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
1431,"18-25","Masculino","Solteiro","Acima 10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1432,"46+","Feminino","Casado","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Média",16,"Alta","Sim"
1433,"46+","Masculino","Casado","Até 2 SM","Raramente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1434,"36-45","Feminino","Solteiro","2-5 SM","Raramente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Não"
1435,"18-25","Feminino","Solteiro","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1436,"26-35","Masculino","Casado","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1437,"18-25","Feminino","Solteiro","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1438,"46+","Masculino","Solteiro","2-5 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1439,"18-25","Feminino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
1440,"18-25","Feminino","Solteiro","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1441,"26-35","Feminino","Outros","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1442,"18-25","Feminino","Solteiro","5-10 SM","Raramente","Três_opcoes",12,16,18,"Média",16,"Baixa","Sim"
1443,"46+","Masculino","Casado","2-5 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Não"
1444,"26-35","Masculino","Casado","2-5 SM","Raramente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1445,"18-25","Masculino","Solteiro","Acima 10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
1446,"26-35","Masculino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1447,"26-35","Masculino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1448,"36-45","Feminino","Casado","2-5 SM","Raramente","Três_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1449,"26-35","Feminino","Casado","2-5 SM","Raramente","Três_opcoes",12,16,18,"Média",16,"Baixa","Não"
1450,"36-45","Masculino","Solteiro","5-10 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1451,"46+","Feminino","Solteiro","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
1452,"26-35","Masculino","Casado","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
1453,"26-35","Feminino","Solteiro","Até 2 SM","Semanalmente","Três_opcoes",12,16,18,"Pequena",12,"Média","Não"
1454,"18-25","Masculino","Solteiro","2-5 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1455,"18-25","Feminino","Solteiro","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1456,"46+","Masculino","Solteiro","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Não"
1457,"18-25","Masculino","Solteiro","5-10 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Baixa","Não"
1458,"18-25","Feminino","Solteiro","5-10 SM","Raramente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1459,"18-25","Feminino","Solteiro","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Alta","Não"
1460,"18-25","Masculino","Solteiro","Até 2 SM","Semanalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1461,"26-35","Feminino","Casado","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1462,"26-35","Masculino","Outros","Acima 10 SM","Raramente","Três_opcoes",12,16,18,"Pequena",12,"Baixa","Não"
1463,"26-35","Feminino","Solteiro","Até 2 SM","Raramente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Não"
1464,"18-25","Feminino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1465,"26-35","Feminino","Casado","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1466,"26-35","Feminino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1467,"18-25","Feminino","Casado","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Alta","Sim"
1468,"18-25","Masculino","Solteiro","2-5 SM","Semanalmente","Três_opcoes",12,16,18,"Média",16,"Baixa","Sim"
1469,"18-25","Feminino","Solteiro","2-5 SM","Raramente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1470,"18-25","Masculino","Solteiro","Até 2 SM","Raramente","Duas_opcoes",12,16,18,"Grande",18,"Alta","Não"
1471,"36-45","Feminino","Solteiro","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
